prior,model,epoch,loss,val_loss,mse_z,phys_loss,val_mse_z,val_phys_loss
Gaussian,MLP,40,0.9846140037069807,0.9865392446517944,0.9820490705000388,0.002564933402191109,0.9840934872627258,0.0024457320105284452
Gaussian,MLP,41,0.9840962799103768,0.9863969683647156,0.9815217066813517,0.0025745719652371228,0.9839053153991699,0.0024916536640375853
Gaussian,MLP,42,0.9840215945745016,0.9863733649253845,0.9814475943018366,0.002574001445907641,0.983832061290741,0.002541330875828862
Gaussian,MLP,43,0.9841422069896091,0.9863747358322144,0.9815670642050894,0.0025751422185243834,0.9838782548904419,0.002496473491191864
Gaussian,MLP,44,0.9840220613880558,0.9863325953483582,0.9814565002739251,0.002565559118639331,0.9838401675224304,0.0024924238678067923
Gaussian,MLP,45,0.98412386415241,0.986437976360321,0.9815405268926878,0.0025833375348538923,0.9839613437652588,0.002476660767570138
Gaussian,MLP,46,0.9842829065279918,0.9863134622573853,0.9817084380098291,0.0025744683167955897,0.9837964773178101,0.002517009386792779
Gaussian,MLP,47,0.9842322982467331,0.9862855076789856,0.9816571305821966,0.0025751688709907657,0.983751654624939,0.002533844904974103
Gaussian,MLP,48,0.9841459588603573,0.9862791299819946,0.9815651557824991,0.0025808025975138306,0.9837629199028015,0.0025161877274513245
Gaussian,MLP,49,0.9842772376429927,0.9864567518234253,0.9816771620386714,0.0026000762220567187,0.9839573502540588,0.0024994194973260164
Gaussian,MLP,50,0.9842113032713309,0.9863978028297424,0.9816368875560818,0.002574415818729379,0.9838971495628357,0.0025006539653986692
Gaussian,MLP,51,0.984543947665183,0.9863113760948181,0.9819755697393561,0.0025683799373998387,0.9838186502456665,0.002492699073627591
Gaussian,MLP,52,0.9842833481035433,0.986328661441803,0.981710200195198,0.0025731475563026272,0.983803927898407,0.002524761250242591
Gaussian,MLP,53,0.9838796599849209,0.9865848422050476,0.9812992293913443,0.0025804302834852547,0.9840933084487915,0.0024915258400142193
Gaussian,MLP,54,0.984042325714329,0.9863874316215515,0.9814682928649513,0.0025740314335156757,0.983848512172699,0.0025389320217072964
Gaussian,MLP,55,0.9840211180953292,0.9865415096282959,0.9814446840558324,0.0025764345575974242,0.9840794205665588,0.0024620858021080494
Gaussian,MLP,56,0.9838421582817674,0.9864477515220642,0.9812595461223934,0.0025826121223167524,0.9838715195655823,0.002576249884441495
Gaussian,MLP,57,0.9837930347468402,0.9863189458847046,0.9812210792893762,0.0025719534182730873,0.9838078618049622,0.0025110759306699038
Gaussian,MLP,58,0.9839838694881748,0.9863444566726685,0.9814148045874931,0.0025690641661815054,0.983822762966156,0.0025216720532625914
Gaussian,MLP,59,0.98403606615267,0.9863325953483582,0.9814624142002415,0.0025736527313274127,0.9838107228279114,0.002521863905712962
Gaussian,MLP,60,0.9839012050055884,0.9863707423210144,0.9813300888459604,0.002571115330037837,0.9838925004005432,0.0024782479740679264
Gaussian,MLP,61,0.9844723574750058,0.9864357709884644,0.98188976965867,0.0025825866210685525,0.9839431643486023,0.0024925798643380404
Gaussian,MLP,62,0.9839108534403391,0.9864097237586975,0.9813413766769318,0.0025694759271748073,0.9838853478431702,0.002524359617382288
Gaussian,MLP,63,0.9838120824581867,0.9863404631614685,0.981236425963966,0.0025756561170072034,0.9838215112686157,0.0025189262814819813
Gaussian,MLP,64,0.983997807846413,0.9863814115524292,0.9814143433227195,0.0025834644607662617,0.9839021563529968,0.0024792568292468786
Gaussian,MLP,65,0.9836244740643659,0.9863663911819458,0.9810494891516082,0.0025749876154810415,0.9838233590126038,0.0025430219247937202
Gaussian,MLP,66,0.9841132015437335,0.9863630533218384,0.9815233476885088,0.0025898526816324026,0.9838348627090454,0.002528168959543109
Gaussian,MLP,67,0.9841339137103107,0.9863585829734802,0.9815483250775495,0.002585588249604444,0.9838169813156128,0.002541623543947935
Gaussian,MLP,68,0.9838616656469511,0.9863068461418152,0.9812784468805468,0.0025832188408681984,0.9837765097618103,0.002530311467126012
Gaussian,MLP,69,0.9838269411980569,0.9863576889038086,0.9812448978782058,0.002582042848596254,0.9838413596153259,0.0025163351092487574
Gaussian,MLP,70,0.9838425309450419,0.9864391088485718,0.9812538534313351,0.0025886778979123132,0.9839547276496887,0.002484362805262208
Gaussian,MLP,71,0.9840665851627384,0.986355185508728,0.9814922456984764,0.0025743380581887366,0.9838406443595886,0.002514523221179843
Gaussian,MLP,72,0.9839589903662512,0.9863399267196655,0.9813807944993715,0.002578195175030143,0.983841061592102,0.0024988942313939333
Gaussian,MLP,73,0.983903575587917,0.9863792061805725,0.9813268084425826,0.002576768021071302,0.9838899970054626,0.002489230828359723
Gaussian,MLP,74,0.983550695685653,0.9863401055335999,0.9809750366855312,0.0025756578891071025,0.9838249087333679,0.002515168162062764
Gaussian,MLP,75,0.9839530103915447,0.9863948822021484,0.9813758471348623,0.002577162328506219,0.9838990569114685,0.0024958320427685976
Gaussian,MLP,76,0.9833811630715837,0.9863879680633545,0.9808027565300286,0.00257840590878717,0.9838581681251526,0.002529770601540804
Gaussian,MLP,77,0.9839010079343755,0.9863726496696472,0.981319071831288,0.002581935459132622,0.9838523268699646,0.002520336303859949
Gaussian,MLP,78,0.9840328782886356,0.9864324927330017,0.981445447818653,0.0025874302850465653,0.9839330911636353,0.002499396912753582
Gaussian,MLP,79,0.984238506437422,0.9864559769630432,0.9816470672418406,0.002591440113619328,0.9839573502540588,0.0024986525531858206
Gaussian,MLP,80,0.9836915724270336,0.9864212274551392,0.9810902551487759,0.00260131802639222,0.9839228987693787,0.0024983154144138098
Gaussian,MLP,81,0.9837852347720493,0.9864052534103394,0.9812101408525988,0.002575092403254508,0.983882486820221,0.0025227507576346397
Gaussian,MLP,82,0.9834859211881597,0.9864190220832825,0.9809085146800892,0.0025774067716656237,0.9839033484458923,0.0025156778283417225
Gaussian,MLP,83,0.983410873033621,0.986420214176178,0.9808232077249177,0.0025876667182724755,0.9838985800743103,0.00252163247205317
Gaussian,MLP,84,0.9840907101874595,0.9864237904548645,0.9815015812535902,0.0025891287887871667,0.9839249849319458,0.0024987871292978525
Gaussian,MLP,85,0.9837702122536508,0.9863735437393188,0.981187058461679,0.0025831543313977016,0.9838628172874451,0.002510704332962632
Gaussian,MLP,86,0.9835404900459198,0.9863882660865784,0.9809595412678189,0.002580949575178795,0.9838903546333313,0.0024979212321341038
Gaussian,MLP,87,0.9838730920184482,0.9863849878311157,0.9812951866570894,0.0025779052531589995,0.9838776588439941,0.0025073145516216755
Gaussian,MLP,88,0.9841010362894328,0.9863906502723694,0.9815029750715147,0.00259806235060767,0.983873188495636,0.002517472021281719
Gaussian,CNN,0,1.0210435830795013,0.9943262934684753,1.0149270437501214,0.006116537101756972,0.9916317462921143,0.002694567898288369
Gaussian,CNN,1,0.9879589664327489,0.98805171251297,0.9854133043203268,0.0025456604759653543,0.9856366515159607,0.002415081486105919
Gaussian,CNN,2,0.9868145160846882,0.9874392747879028,0.9843148010987062,0.0024997150992510375,0.9849663376808167,0.0024729312863200903
Gaussian,CNN,3,0.9862184746487362,0.9875815510749817,0.9837127066589333,0.002505767008488265,0.9851430058479309,0.002438532654196024
Gaussian,CNN,4,0.9860154617656101,0.9871535301208496,0.983505250455381,0.002510213291736784,0.9846950769424438,0.0024584296625107527
Gaussian,CNN,5,0.9855724324335207,0.9874759316444397,0.9830383372020435,0.002534096078547249,0.9849627614021301,0.0025131567381322384
Gaussian,CNN,6,0.9855974137604058,0.9885891675949097,0.9830732785903655,0.002524134276473934,0.9860266447067261,0.0025625138077884912
Gaussian,CNN,7,0.9848108459879328,0.9868279099464417,0.9822713813266238,0.0025394643638031304,0.9841338992118835,0.002693994902074337
Gaussian,CNN,8,0.9850670317629794,0.9865635633468628,0.9825340892459538,0.0025329447582828346,0.9839223623275757,0.002641212660819292
Gaussian,CNN,9,0.9853092818646818,0.9871544241905212,0.9827517226293638,0.0025575593314567085,0.9845924377441406,0.002561990637332201
Gaussian,CNN,10,0.9850496438530473,0.9864627718925476,0.9824947911697823,0.002554853110820301,0.9839738607406616,0.002488933503627777
Gaussian,CNN,11,0.9851173862322673,0.9866050481796265,0.9825738833115265,0.0025435027106337853,0.9840380549430847,0.002566983224824071
Gaussian,CNN,12,0.9848346053301035,0.9869946241378784,0.9822883917404724,0.002546210862436072,0.9844573140144348,0.0025372966192662716
Gaussian,CNN,13,0.9852929951192381,0.9863110780715942,0.9827269784681074,0.0025660169224168087,0.9837310910224915,0.0025799795985221863
Gaussian,CNN,14,0.9847873213054897,0.986505925655365,0.9822305621685566,0.0025567585639459816,0.9839380979537964,0.002567798364907503
Gaussian,CNN,15,0.9843932748198867,0.9871682524681091,0.9818403912378145,0.002552884288604844,0.9846259355545044,0.0025423415936529636
Gaussian,CNN,16,0.9847208605156289,0.9868478178977966,0.9821763146031011,0.0025445474979436927,0.9843630790710449,0.0024847148451954126
Gaussian,CNN,17,0.9849041913364742,0.986329972743988,0.9823520863736356,0.0025521046555441644,0.9837614893913269,0.0025684607680886984
Gaussian,CNN,18,0.9846655647675913,0.9866167902946472,0.9821117371768207,0.0025538266980782843,0.9840549826622009,0.0025618192739784718
Gaussian,CNN,19,0.9847991391345188,0.9881018400192261,0.9822445721239657,0.002554566314158676,0.9855580925941467,0.0025437718722969294
Gaussian,CNN,20,0.9849404275596321,0.9863504767417908,0.9823891107026521,0.002551314418900523,0.9838389754295349,0.0025114789605140686
Gaussian,CNN,21,0.9850068461071622,0.9865178465843201,0.9824490892636525,0.0025577547004888277,0.9840286374092102,0.002489229431375861
Gaussian,CNN,22,0.9849286489300542,0.9895381331443787,0.9823690420156485,0.0025596069990078338,0.9868994355201721,0.0026387174148112535
Gaussian,CNN,23,0.9844640674175801,0.9862008094787598,0.9819182490443324,0.0025458183298978183,0.9836203455924988,0.0025804501492530107
Gaussian,CNN,24,0.9848280162424654,0.9870638251304626,0.9822710247727128,0.0025569890383155543,0.9845748543739319,0.0024889702908694744
Gaussian,CNN,25,0.98420947736448,0.9871623516082764,0.9816574919689167,0.002551985954216964,0.9846466779708862,0.0025156489573419094
Gaussian,CNN,26,0.9844086424366489,0.9864035844802856,0.9818493489388589,0.0025592927070049285,0.9838740229606628,0.0025295757222920656
Gaussian,CNN,27,0.9847174122168854,0.9865522980690002,0.9821642221989216,0.0025531884098240923,0.9839775562286377,0.002574743703007698
Gaussian,CNN,28,0.9845867037057161,0.9863101840019226,0.9820282350073347,0.0025584675254881964,0.983698308467865,0.0026118953246623278
Gaussian,CNN,29,0.9844159877694046,0.9863500595092773,0.9818564655186536,0.002559521730203327,0.9838011860847473,0.0025488981045782566
Gaussian,CNN,30,0.984526242042805,0.986254096031189,0.9819683448688404,0.0025578976945123738,0.9837381839752197,0.0025158904027193785
Gaussian,CNN,31,0.9843204778593939,0.9864007234573364,0.9817562398609815,0.002564238081266684,0.9838314056396484,0.0025693343486636877
Gaussian,CNN,32,0.9844639206433797,0.9867743253707886,0.9819102081450614,0.0025537127094740447,0.9842525124549866,0.0025217996444553137
Gaussian,CNN,33,0.9845003297737053,0.9879792332649231,0.9819404212562172,0.0025599080983230525,0.9854247570037842,0.002554498612880707
Gaussian,CNN,34,0.9842349269368627,0.9865681529045105,0.9816748947352618,0.0025600329621460055,0.9839900135993958,0.002578156068921089
Gaussian,CNN,35,0.9840615121451942,0.9879510402679443,0.9815033697509192,0.002558142872521648,0.9854368567466736,0.00251417956314981
Gaussian,CNN,36,0.9844147482433835,0.9865791201591492,0.9818583696454137,0.0025563775830938517,0.9840023517608643,0.002576750935986638
Gaussian,CNN,37,0.984260724650489,0.986918032169342,0.9816994421832912,0.0025612828720293873,0.984347939491272,0.0025700663682073355
Gaussian,CNN,38,0.9841505042067519,0.9864197373390198,0.9815791643059647,0.0025713410558509038,0.9838941097259521,0.002525651128962636
Gaussian,CNN,39,0.9842731308292698,0.9862605929374695,0.9817034126044035,0.0025697178826122,0.9837332367897034,0.002527327975258231
Gaussian,CNN,40,0.9839591108284913,0.9867486357688904,0.9813916595490487,0.0025674508899931345,0.9842115044593811,0.002537128981202841
Gaussian,CNN,41,0.9842619280199388,0.9877402782440186,0.9816918280031588,0.0025701000328614814,0.9851903319358826,0.002549951896071434
Gaussian,CNN,42,0.9842555682222407,0.9862343072891235,0.981689676866159,0.0025658905853981617,0.9837058186531067,0.002528512617573142
Gaussian,CNN,43,0.9840589804692311,0.9861849546432495,0.9814849735738279,0.0025740075369111008,0.9836548566818237,0.0025301254354417324
Gaussian,CNN,44,0.9842268575777162,0.986328125,0.9816658972977876,0.0025609587130413667,0.98378986120224,0.002538261003792286
Gaussian,CNN,45,0.9839138370734435,0.9861810207366943,0.9813486915808898,0.0025651445937435236,0.9836499094963074,0.0025311107747256756
Gaussian,CNN,46,0.9838759107990666,0.9863824248313904,0.9813016862482637,0.002574225611126123,0.9838117361068726,0.002570683602243662
Gaussian,CNN,47,0.9840678594133876,0.9863780736923218,0.9815013167020437,0.002566541559076882,0.9838061928749084,0.0025718805845826864
Gaussian,CNN,48,0.9839156694240399,0.9862934350967407,0.9813411391533173,0.0025745309737592085,0.9837309718132019,0.0025624653790146112
Gaussian,CNN,49,0.9843329440008055,0.9862188100814819,0.981766434761139,0.0025665107569111897,0.9836178421974182,0.0026009907014667988
Gaussian,CNN,50,0.9837578862637013,0.9863730072975159,0.9811850635855047,0.0025728245887362785,0.9838598370552063,0.0025131653528660536
Gaussian,CNN,51,0.984086051180556,0.9862906336784363,0.9815087024872009,0.0025773491712521995,0.983746349811554,0.002544285962358117
Gaussian,CNN,52,0.9840801000237107,0.986455500125885,0.9815067097589418,0.002573390635340153,0.9838985204696655,0.0025569808203727007
Gaussian,CNN,53,0.9839539672877338,0.9862731099128723,0.981389874810571,0.002564091683930351,0.9837304353713989,0.002542687114328146
Gaussian,CNN,54,0.9836052620375121,0.9865995049476624,0.9810334734014563,0.002571788863292909,0.9840033054351807,0.002596188336610794
Gaussian,CNN,55,0.9841153621673584,0.9863412976264954,0.981546234798145,0.0025691275880602117,0.9837720990180969,0.0025692081544548273
Gaussian,CNN,56,0.9835510146510493,0.9864065051078796,0.9809847443669408,0.0025662694964697723,0.9838356375694275,0.0025708747562021017
Gaussian,CNN,57,0.98366512121023,0.9862725734710693,0.9810963833296263,0.002568737937937359,0.9837085008621216,0.0025640458334237337
Gaussian,CNN,58,0.9835234386426909,0.9866092801094055,0.9809525455082501,0.0025708938311846986,0.9840812683105469,0.002528026234358549
Gaussian,CNN,59,0.9838586463942542,0.9870789647102356,0.9812896156812215,0.002569032318200692,0.984576404094696,0.0025025794748216867
Gaussian,CNN,60,0.983598941081279,0.9862622618675232,0.981022802738098,0.0025761383749941763,0.9837126731872559,0.002549616387113929
Gaussian,CNN,61,0.9838866564604614,0.9864364862442017,0.9813028679595696,0.0025837904925377028,0.9838817715644836,0.0025547328405082226
Gaussian,CNN,62,0.9837728103359898,0.986414909362793,0.9811854774171526,0.0025873328468205784,0.9838936924934387,0.0025212327018380165
Gaussian,CNN,63,0.9836270934468633,0.9865540266036987,0.9810554157864224,0.0025716773416097458,0.9839931726455688,0.002560859080404043
Gaussian,CNN,64,0.9834651868264597,0.9864479899406433,0.9808858718957987,0.0025793155781119255,0.9839296936988831,0.002518300199881196
Gaussian,CNN,65,0.9837876325613027,0.9863943457603455,0.9811912995200973,0.002596333909600794,0.9838464856147766,0.0025478519964963198
Gaussian,CNN,66,0.9838929980008809,0.9865017533302307,0.9813193587569503,0.002573639101645274,0.9839605093002319,0.0025412600953131914
Gaussian,CNN,67,0.9836150227008281,0.9864574074745178,0.9810329161964737,0.0025821063106784502,0.9839088916778564,0.0025485362857580185
Gaussian,CNN,68,0.9835140876941852,0.9865665435791016,0.9809331530565256,0.002580933852118437,0.9840128421783447,0.0025537246838212013
Gaussian,CNN,69,0.9836854757489385,0.9864729642868042,0.9811091662885191,0.0025763105123524773,0.9839176535606384,0.0025552907027304173
Gaussian,CNN,70,0.9830860046295075,0.9866356253623962,0.9805085073720228,0.00257749694704383,0.9840838313102722,0.002551780315116048
Gaussian,CNN,71,0.9835335784130268,0.9865919947624207,0.9809459209800124,0.0025876581273111586,0.9840601682662964,0.0025318441912531853
Gaussian,CNN,72,0.9834855547896376,0.9866015315055847,0.9809082909389301,0.002577262714521976,0.9840710759162903,0.0025304609443992376
Gaussian,CNN,73,0.9830378768322346,0.9865326285362244,0.9804594405778535,0.002578437082223348,0.9839890003204346,0.0025436216965317726
Gaussian,CNN,74,0.9830317366588581,0.9865682125091553,0.9804511970585889,0.0025805410042449876,0.9839969873428345,0.002571230521425605
Gaussian,CNN,75,0.983608143286662,0.9865499138832092,0.9810125518131543,0.0025955904852011584,0.983995258808136,0.0025546769611537457
Gaussian,CNN,76,0.9828219589170393,0.9865770936012268,0.9802389583430132,0.002583000618774254,0.9840068221092224,0.002570254262536764
Gaussian,CNN,77,0.9829382155392621,0.986619234085083,0.9803557872056246,0.0025824261060146776,0.9840453267097473,0.0025738836266100407
Gaussian,CNN,78,0.983169460976804,0.9866805672645569,0.9805784270212099,0.0025910330623774244,0.9841158390045166,0.002564706141129136
Gaussian,CNN,79,0.9831007556156354,0.9865932464599609,0.9805191603150811,0.0025815938605700394,0.984025239944458,0.002567990217357874
Gaussian,CNN,80,0.9828956445774159,0.9865747690200806,0.9803098778466921,0.002585764324807145,0.9840078353881836,0.0025669108144938946
Gaussian,CNN,81,0.98278959198399,0.986657977104187,0.980211430841738,0.002578160993324162,0.9840915203094482,0.0025664453860372305
Gaussian,CNN,82,0.9831447903816406,0.9867364168167114,0.9805513471812457,0.002593444765534241,0.9841625094413757,0.002573892939835787
Gaussian,CNN,83,0.9834117658503421,0.9867042899131775,0.9808202156791458,0.002591549383207887,0.9841049313545227,0.002599333645775914
Gaussian,CNN,84,0.9832371535959903,0.986665666103363,0.9806298824759933,0.0026072693961412385,0.984107494354248,0.0025581519585102797
Gaussian,CNN,85,0.9830613320654219,0.9867810606956482,0.9804769861805547,0.002584346200901646,0.9842087626457214,0.002572323428466916
Gaussian,DeepONet_MLP_Fourier,0,1.0242110680531453,0.9921950101852417,1.0173483379968293,0.006862728178812968,0.9896739721298218,0.0025210417807102203
Gaussian,DeepONet_MLP_Fourier,1,0.9883384747548146,0.9884479641914368,0.9856878726690023,0.002650604951796723,0.9859193563461304,0.002528614131733775
Gaussian,DeepONet_MLP_Fourier,2,0.9869109635596519,0.9876295924186707,0.9843172559867034,0.002593708628377466,0.9850553870201111,0.0025741851422935724
Gaussian,DeepONet_MLP_Fourier,3,0.9862634423258785,0.9874225854873657,0.9836760313661249,0.002587409613810636,0.9849573373794556,0.0024652481079101562
Gaussian,DeepONet_MLP_Fourier,4,0.9858155110934833,0.9870983362197876,0.9832170217244832,0.0025984893462763312,0.9845933318138123,0.0025050234980881214
Gaussian,DeepONet_MLP_Fourier,5,0.9856208906517373,0.9869516491889954,0.983022163222144,0.002598728255338005,0.9843896627426147,0.0025619755033403635
Gaussian,DeepONet_MLP_Fourier,6,0.985916773657183,0.9868104457855225,0.9833214832497789,0.0025952897987582975,0.9842466711997986,0.0025637797079980373
Gaussian,DeepONet_MLP_Fourier,7,0.9856326116455926,0.9868093132972717,0.9830370906952981,0.0025955222119848514,0.9842853546142578,0.002523985458537936
Gaussian,DeepONet_MLP_Fourier,8,0.9852199935698295,0.986689567565918,0.9826080838481227,0.002611911049121068,0.9841848611831665,0.002504688687622547
Gaussian,DeepONet_MLP_Fourier,9,0.9855053900956392,0.9865794777870178,0.9829085156008288,0.002596875747760853,0.9840348362922668,0.002544655930250883
Gaussian,DeepONet_MLP_Fourier,10,0.9854332500391895,0.9865387678146362,0.9828330634592531,0.0026001859475178898,0.984011173248291,0.002527619246393442
Gaussian,DeepONet_MLP_Fourier,11,0.9848409511663534,0.9864932298660278,0.982253495458368,0.002587454258911759,0.9839149713516235,0.002578279934823513
Gaussian,DeepONet_MLP_Fourier,12,0.9850980830980135,0.9869032502174377,0.9825006766362233,0.002597404973561856,0.9843404293060303,0.0025628304574638605
Gaussian,DeepONet_MLP_Fourier,13,0.9850699966018265,0.9865631461143494,0.9824828999536531,0.0025870961676541905,0.9840537309646606,0.002509434474632144
Gaussian,DeepONet_MLP_Fourier,14,0.9849679056588594,0.986443042755127,0.9823733645158487,0.0025945403099244643,0.9839043617248535,0.0025386721827089787
Gaussian,DeepONet_MLP_Fourier,15,0.9850320891217068,0.9863702654838562,0.9824499446708519,0.0025821421533129417,0.9838609099388123,0.0025093627627938986
Gaussian,DeepONet_MLP_Fourier,16,0.9847935269902777,0.9863116145133972,0.9822017749150594,0.0025917526202377033,0.9838173985481262,0.00249420921318233
Gaussian,DeepONet_MLP_Fourier,17,0.9849408265348669,0.9863356947898865,0.9823439946403733,0.0025968328356049263,0.9838138222694397,0.0025218825321644545
Gaussian,DeepONet_MLP_Fourier,18,0.9846806121660067,0.9864586591720581,0.9820961375852247,0.0025844739217943213,0.9839548468589783,0.0025037943851202726
Gaussian,DeepONet_MLP_Fourier,19,0.9848999937733373,0.9865432977676392,0.982302924713215,0.0025970729745437835,0.9839829802513123,0.0025603235699236393
Gaussian,DeepONet_MLP_Fourier,20,0.9851526018377539,0.9863173365592957,0.9825710706166677,0.002581530825081827,0.9837877750396729,0.0025295389350503683
Gaussian,DeepONet_MLP_Fourier,21,0.9850303070681231,0.9863883852958679,0.9824373208366715,0.002592986315004975,0.9838918447494507,0.00249652867205441
Gaussian,DeepONet_MLP_Fourier,22,0.9846485881834058,0.9864591956138611,0.9820606216296062,0.0025879666737110185,0.9839546084403992,0.0025045592337846756
Gaussian,DeepONet_MLP_Fourier,23,0.9844997527005078,0.986327588558197,0.9819232200359082,0.00257653290791823,0.9837448596954346,0.0025827225763350725
Gaussian,DeepONet_MLP_Fourier,24,0.9847506096771171,0.9862517714500427,0.9821560873283638,0.002594522469713389,0.9836863279342651,0.0025654174387454987
Gaussian,DeepONet_MLP_Fourier,25,0.9848131009408304,0.9864642024040222,0.9822249305140864,0.0025881711269837913,0.9839659929275513,0.002498195506632328
Gaussian,DeepONet_MLP_Fourier,26,0.9847272638086084,0.9864311814308167,0.9821355752758794,0.0025916887445839587,0.9838496446609497,0.0025815535336732864
Gaussian,DeepONet_MLP_Fourier,27,0.9844455409336377,0.9864073395729065,0.9818663625745802,0.002579180305955132,0.9838626384735107,0.0025446771178394556
